class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
299,1000,1120,0.8392857142857143,0.94,0.8867924528301886,0.998047047047047,0.808138772208855
300,1000,1180,0.7288135593220338,0.86,0.7889908256880733,0.9995071071071071,0.6595927725629374
301,1000,1320,0.7424242424242424,0.98,0.8448275862068965,0.999717917917918,0.7302931488801053
302,1000,1740,0.2988505747126437,0.52,0.3795620437956205,0.9981463463463462,0.25481631533273663
303,1000,0,0.0,0.0,0.0,0.9862754754754754,0.22525543336908363
304,1000,1560,0.19230769230769232,0.3,0.234375,0.9888264264264264,0.18123996909899007
305,1000,720,0.9722222222222222,0.7,0.813953488372093,0.9993465465465465,0.7834996313056904
306,1000,1540,0.5844155844155844,0.9,0.7086614173228346,0.9988442442442442,0.5387548092678537
307,1000,0,0.0,0.0,0.0,0.9982762762762762,0.2925053799583109
308,1000,1080,0.8518518518518519,0.92,0.8846153846153846,0.9917197197197197,0.7924376281969384
309,1000,0,0.0,0.0,0.0,0.9960304304304304,0.36428239309400406
310,1000,940,0.8723404255319149,0.82,0.8453608247422681,0.9810222222222222,0.7251245511195565
311,1000,1760,0.5,0.88,0.6376811594202899,0.9895583583583583,0.45897597167003473
312,1000,0,0.0,0.0,0.0,0.9988808808808809,0.3497922632396067
313,1000,520,0.34615384615384615,0.18,0.23684210526315788,0.9862482482482482,0.3428241384417614
314,1000,1120,0.6964285714285714,0.78,0.7358490566037736,0.9735885885885885,0.5590982837410071
315,1000,1620,0.5432098765432098,0.88,0.6717557251908396,0.9993217217217216,0.503642427862858
316,1000,1240,0.7741935483870968,0.96,0.8571428571428571,0.991023023023023,0.7444958363832365
317,1000,0,0.0,0.0,0.0,0.991859059059059,0.4228237081631764
318,1000,1640,0.47560975609756095,0.78,0.5909090909090909,0.9906028028028027,0.40485357171541486
319,1000,0,0.0,0.0,0.0,0.9993857857857857,0.46547608758282916
320,1000,2080,0.4807692307692308,1.0,0.6493506493506493,0.9994594594594595,0.4807692307692308
321,1000,1000,0.98,0.98,0.98,0.9999805805805806,0.9707092783505153
322,1000,1000,0.86,0.86,0.8599999999999999,0.9997135135135135,0.7903111654056243
323,1000,1860,0.5268817204301075,0.98,0.6853146853146853,0.9973665665665665,0.5165238451442808
324,1000,1100,0.8909090909090909,0.98,0.9333333333333333,0.9999293293293294,0.8827996469549867
325,1000,960,0.9375,0.9,0.9183673469387755,0.999848048048048,0.8823597247193256
326,1000,940,0.8936170212765957,0.84,0.8659793814432989,0.9998330330330331,0.8263599473568765
327,1000,900,0.9333333333333333,0.84,0.8842105263157894,0.9837249249249249,0.80088931490875
328,1000,1320,0.5454545454545454,0.72,0.6206896551724138,0.9982450450450451,0.7454928786000277
329,1000,1000,0.6,0.6,0.6,0.954673073073073,0.43097880484863543
330,1000,1580,0.4810126582278481,0.76,0.5891472868217054,0.9887495495495496,0.4322005974489221
331,1000,720,0.1111111111111111,0.08,0.09302325581395349,0.9601289289289289,0.45906747590759595
332,1000,1140,0.7894736842105263,0.9,0.8411214953271027,0.9611185185185185,0.7402465584020684
333,1000,1180,0.847457627118644,1.0,0.9174311926605504,0.9999099099099099,0.847457627118644
334,1000,900,0.9777777777777777,0.88,0.9263157894736842,0.9860648648648649,0.8840967310408129
335,1000,1080,0.8703703703703703,0.94,0.9038461538461539,0.999548948948949,0.8344650471303574
